dLoss,AverageDiscountedReturn,ExplainedVariance,Perplexity,MaxReturn,MeanKL,LossAfter,vf_MeanKL,AveragePolicyStd,LossBefore,StdReturn,MinReturn,vf_dLoss,Iteration,AverageReturn,vf_LossBefore,Entropy,MeanKLBefore,NumTrajs,vf_LossAfter
0.00489693283143,1414.4432917,-0.00256551585705,1.40557835239e+14,8018.9885001,0.00987507170621,-0.00489693283143,0.0,0.99746382319,2.34677215602e-17,1592.41636572,122.94686986,0.0,17,1791.07006592,200998.133004,32.5766401587,0.0,728,200998.133004
0.00475465838468,1432.82477045,-0.0022645830204,1.39119103683e+14,8148.6277741,0.00991410070046,-0.00475465838468,0.0,0.997021911004,-1.53470336149e-16,1690.54003967,114.855329136,0.0,18,1827.99075714,222941.936036,32.5663515432,0.0,721,222941.936036
0.00444735369465,1472.47726447,-0.00306042316663,1.38969586134e+14,7926.77276978,0.00997843025051,-0.00444735369465,0.0,0.99697895427,1.19119081358e-16,1685.34445357,106.181645773,0.0,19,1878.22313742,223458.159883,32.5652762203,0.0,713,223458.159883
0.00551024630001,1515.8659344,-0.00302539043547,1.38329295436e+14,8798.92040362,0.00995244876992,-0.00551024630001,0.0,0.996781599583,-5.17378071332e-17,1746.457726,124.118581217,0.0,20,1928.27217529,237404.823245,32.5606581574,0.0,711,237404.823245
0.00500117950004,1455.9341163,-0.00306906623496,1.37776807146e+14,8036.19349146,0.00999718490068,-0.00500117950004,0.0,0.996613405879,-1.19786131321e-16,1703.258629,108.925423775,0.0,21,1860.68953293,229669.392054,32.5566561523,0.0,721,229669.392054
0.00417709586838,1508.7270017,-0.00243760173249,1.37539222078e+14,8326.43377253,0.00641362475951,-0.00417709586838,0.0,0.996535713293,8.26661065919e-17,1708.89503184,139.416021817,0.0,22,1944.0324873,217874.528281,32.5549302438,0.0,654,217874.528281
0.00475000247604,1600.05676552,-0.0026462037085,1.36815997354e+14,9865.71549144,0.00967251404775,-0.00475000247604,0.0,0.996308264179,-1.21072165948e-16,1820.89565908,149.856779515,0.0,23,2044.07268114,246416.069391,32.549658054,0.0,671,246416.069391
0.00445075222095,1476.84172431,-0.00319587675146,1.35418250224e+14,9538.92342943,0.00913450748816,-0.00445075222095,0.0,0.995867277022,-7.03020970987e-17,1737.43344686,83.3389086433,0.0,24,1877.00461256,221870.53005,32.5393892548,0.0,692,221870.53005
0.00510316662952,1592.66024148,-0.00313099224574,1.35120244044e+14,8229.63727631,0.00992004971276,-0.00510316662952,0.0,0.995775151945,1.59086888874e-16,1799.27508992,119.752219911,0.0,25,2029.67695344,236627.308778,32.5371861946,0.0,662,236627.308778
0.00595327676811,1618.69036918,-0.00244768965551,1.34560995799e+14,8583.69438385,0.00951633353076,-0.00595327676811,0.0,0.995599743484,2.07579229205e-16,1751.99315606,119.409287237,0.0,26,2068.52306524,238492.295159,32.5330387125,0.0,672,238492.295159
0.00528250328749,1610.83193401,-0.00258791799949,1.34337878327e+14,9855.62599256,0.00983579689419,-0.00528250328749,0.0,0.995531292722,1.16252876182e-16,1762.32693338,111.152503894,0.0,27,2040.05843994,241422.197018,32.5313792223,0.0,686,241422.197018
0.00403623022833,1534.1878228,-0.00202558678452,1.35855026624e+14,8220.55841019,0.00641693813269,-0.00403623022833,0.0,0.996020804276,1.07631246508e-16,1629.3171967,120.618674662,0.0,28,1934.65057846,202267.107654,32.5426094524,0.0,675,202267.107654
0.0053221720186,1578.16588029,-0.00273141006331,1.35207082728e+14,10328.0356034,0.0099627540719,-0.0053221720186,0.0,0.995822569196,-1.09357131178e-17,1768.04187028,81.3108412392,0.0,29,2003.66515253,235433.32826,32.5378286652,0.0,678,235433.32826
0.00433044859488,1576.29300044,-0.00269179921469,1.32247025868e+14,9828.52022596,0.00640797063788,-0.00433044859488,0.0,0.994865675034,-4.88216375846e-17,1811.72777297,95.591618812,0.0,30,2029.72154735,248505.223927,32.5156926977,0.0,683,248505.223927
0.00468229280644,1671.76969189,-0.00253260801357,1.32254743275e+14,8678.55053775,0.00993681532991,-0.00468229280644,0.0,0.994867233066,-1.87271540626e-16,1847.62861731,149.595399064,0.0,31,2128.94180623,263578.633879,32.515751052,0.0,685,263578.633879
0.00525318153976,1602.75901541,-0.00267273558082,1.32623824247e+14,8330.1733248,0.00996830365652,-0.00525318153976,0.0,0.994997941411,-2.75052207272e-17,1736.432135,130.652077945,0.0,32,2041.32114374,231974.912084,32.5185378476,0.0,662,231974.912084
0.00445758057153,1695.38256904,-0.00275644254722,1.31488229111e+14,10253.5135947,0.00642435710716,-0.00445758057153,0.0,0.994626360555,-7.07849551822e-17,1795.54674535,145.744291884,0.0,33,2153.3911904,248112.557655,32.5099384511,0.0,657,248112.557655
0.0047705137525,1675.29759389,-0.0021450127608,1.30232440997e+14,8537.92860606,0.00998977713675,-0.0047705137525,0.0,0.994210151538,2.02652671678e-17,1807.05931947,126.017098431,0.0,34,2135.35273437,250867.131273,32.5003419775,0.0,651,250867.131273
0.00377200894354,1668.98340781,-0.00237075368558,1.29509535759e+14,12075.5852299,0.00641195664141,-0.00377200894354,0.0,0.993970873902,-1.98879812523e-16,1808.25005079,146.364528951,0.0,35,2147.41855596,254387.37551,32.4947756296,0.0,649,254387.37551
0.00456156294168,1686.28931093,-0.00281930123393,1.29006943763e+14,11225.5386516,0.00640730550431,-0.00456156294168,0.0,0.993799633594,-1.14789816529e-16,1742.13342567,141.691666849,0.0,36,2126.09721627,231691.398835,32.4908873465,0.0,660,231691.398835
0.0044374315145,1778.92202682,-0.00256148833665,1.28926793215e+14,10175.8046604,0.00999422541053,-0.0044374315145,0.0,0.993773325605,2.16297287529e-16,1807.93822079,149.582850559,0.0,37,2274.57575154,252076.362539,32.4902658647,0.0,626,252076.362539
0.00539759722053,1722.57641282,-0.00270697181037,1.28018041565e+14,11878.3965063,0.00993040492217,-0.00539759722053,0.0,0.993468042248,-1.06119855509e-16,1874.26186041,128.769861243,0.0,38,2188.17824707,259139.564687,32.4831923196,0.0,634,259139.564687
