MinReturn,MaxReturn,AveragePolicyStd,vf_dLoss,ExplainedVariance,vf_LossAfter,MeanKLBefore,AverageDiscountedReturn,StdReturn,LossBefore,dLoss,LossAfter,AverageReturn,NumTrajs,Iteration,Entropy,vf_LossBefore,Perplexity,vf_MeanKL,MeanKL
-5.68482781751e+17,-16992268.5789,1.00091758813,0.0,3.33066907388e-16,1.62716294163e+32,0.0,-4.24197399487e+14,3.68547977707e+16,-1.81933271399e-16,0.00321328981388,-0.00321328981388,-3.00801234234e+15,262,24,32.6561394198,1.62716294163e+32,1.52188259503e+14,0.0,0.00641955870299
-1.73340226053e+19,-8115312.70623,1.00082154115,0.0,0.0,1.35718924648e+35,0.0,-9.36638418822e+15,1.0708795585e+18,-1.28209826473e-16,0.00356712431185,-0.00356712431185,-6.66379961447e+16,261,25,32.6539732631,1.35718924648e+35,1.51858952678e+14,0.0,0.00992515207307
-1.71255381611e+30,-18178146.805,1.00172599216,0.0,0.0,1.34458559509e+57,0.0,-9.02382875201e+26,1.05599822987e+29,2.71730624833e-14,0.00483707606647,-0.00483707606644,-6.53646494721e+27,262,26,32.6746617579,1.34458559509e+57,1.55033409984e+14,0.0,0.00983293553345
-1.24497378674e+17,-16597971.4118,1.00187114555,0.0,1.11022302463e-15,8.52126954054e+30,0.0,-1.181054546e+14,8.43589978809e+15,2.53600518277e-16,0.00366702744454,-0.00366702744454,-8.39068575104e+14,261,27,32.6779931657,8.52126954054e+30,1.55550750755e+14,0.0,0.00998443576982
-3.69329944263e+48,-11174493.0878,1.00200990168,0.0,0.0,6.49182426218e+93,0.0,-1.87686444896e+45,2.26875953633e+47,-2.43384620703e-14,0.00307510990163,-0.00307510990166,-1.3989770616e+46,264,28,32.6811063064,6.49182426218e+93,1.56035756675e+14,0.0,0.00641512590788
-1.02500055751e+20,-6340377.51417,1.00232305977,0.0,0.0,4.72573491789e+36,0.0,-5.57223558272e+16,6.33232314403e+18,-9.84769931051e-17,0.00448891331578,-0.00448891331578,-3.95855202287e+17,261,29,32.6882650325,4.72573491789e+36,1.57156781687e+14,0.0,0.00982711936773
-9.34027148189e+30,-6255688.43278,1.00206114199,0.0,0.0,4.05395552632e+58,0.0,-4.84123633543e+27,5.74849815967e+29,-1.90370579862e-14,0.00366676167016,-0.00366676167017,-3.55143404956e+28,263,30,32.6821848608,4.05395552632e+58,1.56204140526e+14,0.0,0.00641487701469
-3.19163859311e+17,-6535936.16819,1.0024643575,0.0,3.33066907388e-16,4.71488502031e+31,0.0,-1.70264729994e+14,1.97931339905e+16,-7.88968178516e-17,0.00426354697836,-0.00426354697836,-1.24412017974e+15,259,31,32.6914315281,4.71488502031e+31,1.57655206662e+14,0.0,0.00641998377814
-8.740073768e+19,-15514516.9383,1.0021053184,0.0,0.0,3.46946753948e+36,0.0,-4.76441491547e+16,5.39951780892e+18,-1.90209875324e-17,0.00283428958652,-0.00283428958652,-3.37163721136e+17,261,32,32.683071016,3.46946753948e+36,1.56342622983e+14,0.0,0.00640713744907
-8.21557630057e+23,-2856966.01181,1.00243089323,0.0,0.0,2.91581503957e+44,0.0,-4.63598126424e+20,5.07556273406e+22,-4.89720128648e-14,0.00290571573181,-0.00290571573186,-3.14773046282e+21,261,33,32.6905411888,2.91581503957e+44,1.57514902505e+14,0.0,0.00643814553405
-1.0531561657e+17,-15560238.9746,1.00249592156,0.0,1.44328993201e-15,4.83130336696e+30,0.0,-6.04786125877e+13,6.50681045849e+15,4.29858635403e-16,0.00472284227327,-0.00472284227327,-4.10792926981e+14,261,34,32.6919803806,4.83130336696e+30,1.57741759864e+14,0.0,0.00992754226732
-6.49793632279e+14,-8507698.70247,1.0019706824,0.0,2.52797782707e-13,2.18922353535e+26,0.0,-727537940001.0,4.34568642516e+13,3.12708831503e-16,0.00384532527892,-0.00384532527892,-4.81031032245e+12,261,35,32.6799045179,2.18922353535e+26,1.55848347332e+14,0.0,0.00994499799543
-2.95102815004e+18,-3967676.30592,1.00148583697,0.0,0.0,4.02748518372e+33,0.0,-1.60945322083e+15,1.82340520306e+17,1.16543656188e-17,0.00420842262244,-0.00420842262244,-1.17428195287e+16,261,36,32.668607462,4.02748518372e+33,1.54097627457e+14,0.0,0.0098674360527
-3.37664523873e+21,-4790351.66992,1.00134398215,0.0,0.0,5.23736090233e+39,0.0,-1.7796829401e+18,2.08211348168e+20,-6.82661709556e-16,0.00433489542896,-0.00433489542896,-1.28879649254e+19,262,37,32.6652997525,5.23736090233e+39,1.53588759322e+14,0.0,0.00975916771147
-3.76609932735e+31,-3243022.00778,1.00160889068,0.0,0.0,6.50786662395e+59,0.0,-1.99496715447e+28,2.32225941502e+30,2.67789629576e-14,0.00400343178889,-0.00400343178886,-1.43744249135e+29,262,38,32.6714463853,6.50786662395e+59,1.54535720359e+14,0.0,0.00996910421106
-2.41773909471e+16,-6811493.36753,1.00116460897,0.0,5.10702591328e-15,3.2128973919e+29,0.0,-2.08074488719e+13,1.6398369639e+15,1.48687602965e-16,0.00452662386318,-0.00452662386318,-1.47707517361e+14,262,39,32.6610138571,3.2128973919e+29,1.52931902589e+14,0.0,0.00991736244984
-1.14045857728e+15,-6711981.6555,1.00120179953,0.0,9.6256336235e-14,5.95417352391e+26,0.0,-677393833174.0,7.05499317813e+13,3.12674031965e-16,0.00460676721858,-0.00460676721858,-4.8212557474e+12,262,40,32.6618143563,5.95417352391e+26,1.53054373457e+14,0.0,0.0099624590126
-2.68312650237e+34,-7462463.87483,1.00115441579,0.0,0.0,3.15506906512e+65,0.0,-1.53719069317e+31,1.66080132659e+33,-5.84296057161e-15,0.00389473127088,-0.00389473127088,-1.03197173168e+32,260,41,32.6606992396,3.15506906512e+65,1.52883795102e+14,0.0,0.00933392357197
-5.54619247789e+17,-6098784.21114,1.00066323085,0.0,1.11022302463e-16,1.43053972033e+32,0.0,-2.93555231884e+14,3.42651734881e+16,-5.91637143833e-17,0.00307983540144,-0.00307983540144,-2.15443606086e+15,261,42,32.6492705841,1.43053972033e+32,1.51146485341e+14,0.0,0.00642085951927
-3.16841816743e+40,-5228254.1749,1.0010050595,0.0,0.0,4.70763853167e+77,0.0,-1.64359453746e+37,1.95744091343e+39,1.68979571245e-14,0.00450586114436,-0.00450586114435,-1.21395332085e+38,261,43,32.6571172701,4.70763853167e+77,1.5233714963e+14,0.0,0.00999824574163
-6.60542161685e+15,-2924885.51307,1.00096386653,0.0,1.15463194561e-14,1.99331527872e+28,0.0,-3.57725267406e+12,4.08854161358e+14,-1.14126562076e-17,0.00488014848391,-0.00488014848391,-2.56709493657e+13,260,44,32.6561424726,1.99331527872e+28,1.52188724111e+14,0.0,0.00976711513839
-5.15733358346e+18,-7878280.48173,1.00126273569,0.0,0.0,1.30433195847e+34,0.0,-4.22261201098e+15,3.35163764502e+17,1.79539348408e-16,0.00431706319508,-0.00431706319508,-2.63296833817e+16,262,45,32.6629527265,1.30433195847e+34,1.53228705203e+14,0.0,0.00986437314797
-4.2558075155e+24,-4715423.65652,1.00080236499,0.0,0.0,8.46454097899e+45,0.0,-2.24755727304e+21,2.63932008034e+23,1.46051476541e-14,0.00427593283197,-0.00427593283196,-1.64317294796e+22,259,46,32.6524899146,8.46454097899e+45,1.51633859916e+14,0.0,0.00995511798422
-1.77352704048e+17,-5254702.12437,1.00102803016,0.0,4.4408920985e-16,1.41251550826e+31,0.0,-1.01320787189e+14,1.10019957333e+16,1.77361386633e-16,0.00373186813087,-0.00373186813087,-7.13064372776e+14,259,47,32.6577205224,1.41251550826e+31,1.52429075081e+14,0.0,0.00978314585367
-1.62942667484e+17,-2790110.28565,1.00150809112,0.0,8.881784197e-16,1.2937807109e+31,0.0,-1.10316873456e+14,1.03732849224e+16,-2.08855542406e-16,0.00351896043842,-0.00351896043842,-7.9052734485e+14,263,48,32.668758161,1.2937807109e+31,1.54120851561e+14,0.0,0.00641941578566
-4.31067248272e+25,-4227483.02641,1.00088813932,0.0,0.0,8.62907185336e+47,0.0,-2.39629643906e+22,2.67095613201e+24,1.89207411751e-14,0.00399474398961,-0.00399474398959,-1.74774730067e+23,260,49,32.6543478092,8.62907185336e+47,1.51915841516e+14,0.0,0.0098724626196
-3.21623964731e+17,-2961875.43648,1.00138554758,0.0,3.33066907388e-16,4.73520790324e+31,0.0,-1.76041963587e+14,1.98721602465e+16,-4.5705539418e-17,0.00335301647947,-0.00335301647947,-1.27270357078e+15,261,50,32.6656959044,4.73520790324e+31,1.5364961586e+14,0.0,0.00995644476364
-4.64087432825e+37,-5103299.84547,1.00134324263,0.0,0.0,1.00766506837e+72,0.0,-2.42159103637e+34,2.8726078454e+36,7.37836475615e-16,0.00435188517863,-0.00435188517862,-1.78495166471e+35,260,51,32.6646385804,1.00766506837e+72,1.53487244295e+14,0.0,0.00981053290015
-5.26301667544e+23,-4191128.39815,1.0018863139,0.0,0.0,1.27455658394e+44,0.0,-3.83393394047e+20,3.24528184175e+22,1.82456711801e-14,0.00425718072568,-0.00425718072566,-2.01045459846e+21,262,52,32.6771158153,1.27455658394e+44,1.55414338082e+14,0.0,0.0099357310692
-2.65730666697e+40,-5531380.56291,1.00137682605,0.0,0.0,3.33650059772e+77,0.0,-1.37619663363e+37,1.64481936792e+39,-1.33435671313e-14,0.00417824054782,-0.00417824054784,-1.02204102576e+38,260,53,32.6653659433,3.33650059772e+77,1.53598925825e+14,0.0,0.00992014894787
-1.82094359629e+17,-7953614.4013,1.00159281704,0.0,6.66133814775e-16,1.62270031534e+31,0.0,-1.32128604984e+14,1.17459256146e+16,2.3416003224e-16,0.0039380342098,-0.0039380342098,-9.33425121321e+14,260,54,32.6703418043,1.62270031534e+31,1.54365117381e+14,0.0,0.00999752078063
-7.29361742737e+18,-6830117.81479,1.00095929177,0.0,0.0,2.39167408056e+34,0.0,-4.02784550841e+15,4.52317327014e+17,1.61059239615e-16,0.00471864394836,-0.00471864394836,-2.84008893244e+16,259,55,32.6559058649,2.39167408056e+34,1.5215271935e+14,0.0,0.00996037194463
-1.91948593339e+17,-2504949.88707,1.00086979001,0.0,5.55111512313e-16,1.65096109751e+31,0.0,-1.05957547328e+14,1.18817886666e+16,1.0236162554e-16,0.00407717965017,-0.00407717965017,-7.50625400325e+14,260,56,32.6537632854,1.65096109751e+31,1.51827069037e+14,0.0,0.00994679841526
-2.3837985351e+17,-1252511.19183,1.00062102496,0.0,3.33066907388e-16,2.71652313026e+31,0.0,-1.84175025177e+14,1.52191111935e+16,7.55516538903e-17,0.00289854083343,-0.00289854083343,-1.30012203676e+15,260,57,32.6480543534,2.71652313026e+31,1.50962768096e+14,0.0,0.00640882787091
-5.75038093111e+15,-6892634.72055,1.00067751371,0.0,2.45359288442e-14,1.65006183558e+28,0.0,-4.70567706399e+12,3.69043310084e+14,4.98666523629e-17,0.00337968308546,-0.00337968308546,-3.40175823522e+13,259,58,32.6493721572,1.65006183558e+28,1.51161838541e+14,0.0,0.00648651155699
-2.78104637942e+18,-3625606.81607,1.00078161516,0.0,-2.22044604925e-16,3.57289770675e+33,0.0,-1.45993695686e+15,1.71812051002e+17,-2.55112332947e-16,0.00402241984272,-0.00402241984272,-1.06605938598e+16,261,59,32.6517042217,3.57289770675e+33,1.51514769065e+14,0.0,0.00989745835036
-1.49431668503e+15,-11715190.9171,1.00128173222,0.0,6.91668944341e-14,1.99663665095e+27,0.0,-1.63691495338e+12,1.30103710321e+14,-1.16677779533e-16,0.00360215293627,-0.00360215293627,-1.16271201569e+13,261,60,32.6633708341,1.99663665095e+27,1.53292784687e+14,0.0,0.0064116170864
-8.05476306683e+15,-12250140.0724,1.00101588883,0.0,1.31006316906e-14,2.7923545565e+28,0.0,-4.79307932598e+12,4.98748327546e+14,5.2971484838e-16,0.00377624527891,-0.00377624527891,-3.22543271224e+13,260,61,32.6571162565,2.7923545565e+28,1.52336995218e+14,0.0,0.00994765029755
-4.28605997077e+15,-7984794.40966,1.00172721892,0.0,3.01980662698e-14,8.25313573137e+27,0.0,-2.75770383283e+12,2.66494775884e+14,1.94981190974e-17,0.00338503016321,-0.00338503016321,-1.92454119153e+13,260,62,32.6733966969,8.25313573137e+27,1.54837407271e+14,0.0,0.00640551298344
-2.5592132373e+17,-16790707.0403,1.00168406638,0.0,5.55111512313e-16,2.99030909496e+31,0.0,-1.38275633588e+14,1.58108379841e+16,8.27602333698e-17,0.00294194503946,-0.00294194503946,-9.97217982919e+14,261,63,32.672324603,2.99030909496e+31,1.54671495972e+14,0.0,0.0064113863527
-4.43203376631e+18,-7977323.02869,1.00185048541,0.0,0.0,9.06716017524e+33,0.0,-2.74172994016e+15,2.77323791237e+17,8.20946407551e-17,0.0041577693579,-0.0041577693579,-1.94759396291e+16,259,64,32.6760436324,9.06716017524e+33,1.55247794791e+14,0.0,0.00992321611698
-2.75709166117e+19,-6526446.04664,1.00218054219,0.0,0.0,3.70526796523e+35,0.0,-1.83471264101e+16,1.75750930771e+18,-1.75173017533e-16,0.00332906611559,-0.00332906611559,-1.31828560224e+17,258,65,32.6835309857,3.70526796523e+35,1.56414552392e+14,0.0,0.00641935930897
-8.34030502018e+16,-12478946.8301,1.00146468801,0.0,1.11022302463e-15,3.11904935424e+30,0.0,-4.66739845335e+13,5.17250151323e+15,4.50775152524e-17,0.00304051473457,-0.00304051473457,-3.27845463314e+14,259,66,32.6670681993,3.11904935424e+30,1.53860613186e+14,0.0,0.00642861942536
-3.54638462913e+16,-5895141.15213,1.00105602252,0.0,2.99760216649e-15,5.64833930032e+29,0.0,-1.97514295313e+13,2.19929781853e+15,-2.92368763441e-16,0.00450149616875,-0.00450149616875,-1.39253207169e+14,259,67,32.6574960801,5.64833930032e+29,1.52394867391e+14,0.0,0.00989564296778
-3.26158338956e+19,-10927901.505,1.00046912983,0.0,0.0,4.88885149778e+35,0.0,-1.73733085224e+16,2.02273279724e+18,-5.90110055484e-17,0.00417138714432,-0.00417138714432,-1.25934305682e+17,259,68,32.6441179429,4.88885149778e+35,1.50369684733e+14,0.0,0.0099082775932
-2.84003384017e+12,-7580206.03577,1.00035415842,0.0,3.55644402816e-11,3.61317093761e+21,0.0,-3475054066.35,180894573755.0,1.07330120474e-16,0.00391366116633,-0.00391366116633,-16235691836.0,260,69,32.6414240796,3.61317093761e+21,1.49965154477e+14,0.0,0.00994926669777
-5.12403134175e+15,-6375662.3499,1.00061404358,0.0,2.13162820728e-14,1.39850544602e+28,0.0,-4.00384436834e+12,3.44747608217e+14,-2.96926601082e-16,0.00327061989219,-0.00327061989219,-2.82474914141e+13,259,70,32.6474186073,1.39850544602e+28,1.50866824594e+14,0.0,0.0064167721317
-2.28291221612e+18,-8066695.43368,1.00039646753,0.0,-2.22044604925e-16,2.43599772847e+33,0.0,-1.18679875549e+15,1.41037389067e+17,2.29734515713e-16,0.00339117753928,-0.00339117753928,-8.75283597561e+15,261,71,32.6424023691,2.43599772847e+33,1.50111935609e+14,0.0,0.00641500212081
-4.82104180523e+17,-6929514.64335,1.00068568399,0.0,3.33066907388e-16,1.0673730661e+32,0.0,-2.66361621951e+14,2.99164616006e+16,-4.8854843668e-16,0.00415004736931,-0.00415004736931,-1.93352091507e+15,259,72,32.6491348308,1.0673730661e+32,1.51125968106e+14,0.0,0.009899815464
-1.31198500342e+19,-4575201.16739,1.0009041396,0.0,-2.22044604925e-16,7.88887625139e+34,0.0,-7.02861548931e+15,8.13652162885e+17,1.74274681021e-16,0.00376449682532,-0.00376449682532,-5.06611580015e+16,259,73,32.6541057857,7.88887625139e+34,1.51879078756e+14,0.0,0.00977758948455
-4.52989773022e+18,-8003996.58774,1.00051859106,0.0,0.0,1.16034724813e+34,0.0,-3.69042402599e+15,3.10241640485e+17,1.95110410264e-16,0.00418477910092,-0.00418477910092,-2.6849328831e+16,260,74,32.6450396833,1.16034724813e+34,1.50508350451e+14,0.0,0.00999637612365
-3.60021292316e+25,-6020107.90722,1.00027773459,0.0,0.0,6.07440133683e+47,0.0,-1.8730650744e+22,2.22845937136e+24,-2.23541513097e-14,0.00290368503055,-0.00290368503057,-1.38469728085e+23,260,75,32.6394275607,6.07440133683e+47,1.49666044912e+14,0.0,0.00640514256667
-1.22640947308e+17,-10549997.9488,1.00007595175,0.0,9.99200722163e-16,6.73905123102e+30,0.0,-7.50141944616e+13,7.6189598988e+15,4.21684005345e-16,0.00321484987897,-0.00321484987897,-5.26371950648e+14,259,76,32.6346134719,6.73905123102e+30,1.48947270784e+14,0.0,0.00997521657506
-5.28576245969e+14,-4978783.62393,1.00000629248,0.0,2.12274642308e-13,1.27630644955e+26,0.0,-330495960977.0,3.28895324131e+13,-1.07009249981e-16,0.0046626246586,-0.0046626246586,-2.2829273141e+12,260,77,32.6329198679,1.27630644955e+26,1.4869522658e+14,0.0,0.00975980155805
-4.46200667303e+20,-4799296.31276,0.999969874453,0.0,0.0,9.05211495654e+37,0.0,-2.41150684591e+17,2.76718137131e+19,-4.93653597997e-16,0.0044853125972,-0.0044853125972,-1.72662728964e+18,259,78,32.6322380005,9.05211495654e+37,1.48593870722e+14,0.0,0.00995266481202
-1.54154858713e+36,-6626302.9712,1.00017308588,0.0,0.0,1.1049019357e+69,0.0,-8.05860894708e+32,9.52364907352e+34,-1.37957516474e-14,0.00577079488348,-0.0057707948835,-5.90631642578e+33,261,79,32.6370638198,1.1049019357e+69,1.49312690934e+14,0.0,0.00705183753832
-2.56751084085e+69,-8632196.56261,1.00002950736,0.0,0.0,3.12944333973e+135,0.0,-1.33524938642e+66,1.59536162658e+68,-3.47920852977e-14,0.00451654844259,-0.00451654844263,-9.95159240641e+66,258,80,32.63381319,3.12944333973e+135,1.48828118665e+14,0.0,0.00969518148889
-4.64944174291e+14,-9093514.311,0.998917420002,0.0,3.3228975127e-13,1.10816753011e+26,0.0,-450610856297.0,3.09295739462e+13,4.01111463306e-16,0.00308332269329,-0.00308332269329,-3.12154686976e+12,259,81,32.6080200041,1.10816753011e+26,1.45038451228e+14,0.0,0.00996993571596
-1.87773780365e+17,-9993651.4008,0.998811925573,0.0,3.33066907388e-16,1.59751388926e+31,0.0,-1.01872465915e+14,1.16675751391e+16,-2.53039347952e-16,0.00315551369185,-0.00315551369185,-7.28351403222e+14,258,82,32.6057526004,1.59751388926e+31,1.44709963053e+14,0.0,0.00642620635837
-4.76623029502e+15,-6616351.73783,0.998760662758,0.0,2.32036612147e-14,1.84779717472e+28,0.0,-6.68341593489e+12,3.97493171638e+14,-8.12856978974e-16,0.00339032605172,-0.00339032605172,-4.50097282564e+13,259,83,32.6043918906,1.84779717472e+28,1.44513188701e+14,0.0,0.00975613507885
-1.31706175246e+18,-5302962.98564,0.998344112372,0.0,0.0,7.96723573243e+32,0.0,-7.52465299325e+14,8.18918119614e+16,-6.89880572824e-17,0.00412595189061,-0.00412595189061,-5.40459512909e+15,258,84,32.5949203161,7.96723573243e+32,1.43150883035e+14,0.0,0.00995765821619
-4.34477426634e+14,-2560267.88057,0.99818944559,0.0,2.29705143795e-13,8.34845172706e+25,0.0,-254308165255.0,2.67900679813e+13,-4.21830013958e-16,0.0028821525578,-0.0028821525578,-1.6853205243e+12,262,85,32.5912594573,8.34845172706e+25,1.42627785946e+14,0.0,0.0064139810359
-1.39127522792e+16,-9465358.47849,0.998783764234,0.0,7.43849426499e-15,8.59015909157e+28,0.0,-8.01753185443e+12,8.6282510986e+14,-2.28685516081e-16,0.0037164910658,-0.0037164910658,-5.48777269329e+13,259,86,32.6050302464,8.59015909157e+28,1.44605468979e+14,0.0,0.00999611583279
-2.23448426975e+14,-5135126.14355,0.998107990505,0.0,5.59885471318e-13,2.94391913943e+25,0.0,-220053743634.0,1.598248022e+13,1.35367115366e-16,0.00410383649907,-0.00410383649907,-1.49507622343e+12,261,87,32.5894335468,2.94391913943e+25,1.42367597993e+14,0.0,0.00994579592937
-3.01422582298e+16,-11624920.0203,0.997838527211,0.0,2.99760216649e-15,4.19335455936e+29,0.0,-1.65042572669e+13,1.86943183342e+15,-1.74558753569e-16,0.00315125550239,-0.00315125550239,-1.19674475409e+14,259,88,32.5831226308,4.19335455936e+29,1.41471957165e+14,0.0,0.00996597063739
-2.76312996811e+17,-2532983.02847,0.998024138999,0.0,2.22044604925e-16,3.63164897361e+31,0.0,-1.76232003406e+14,1.73843262931e+16,-8.75196534627e-17,0.00428296400311,-0.00428296400311,-1.25560339831e+15,259,89,32.5874969337,3.63164897361e+31,1.4209215384e+14,0.0,0.00989002489053
